aggregate_date,place_name,region,place_type,carrier_name,aggregation_period,technology_type,sample_count,mean_download_kbps,mean_upload_kbps,mean_latency_ms,median_download_kbps,median_upload_kbps,median_latency_ms,iso_anomaly,iso_score,ocsvm_anomaly,ocsvm_score,ae_mse,ae_anomaly,ae_threshold,all_methods,download_score,upload_score,latency_score,worst_score,detection_methods,methods_count
2026-03-01,City_62ACE206,Alexandria,locality,Operator A,Day,5G,6,514749,30256,27,568283,22510,26,1,-0.03240186665409395,1,-3.2195585062709995,0.014764448474898863,1,0.007742804297153958,3,0.2236719070485751,0.6383067745753189,0.09642857142857143,0.34605868916306526,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-01,City_0FA635E3,Assiut,locality,Operator C,Day,Multi-RAT,7,207295,33774,74,121039,16942,69,1,-0.04347370236385728,1,-6.934800998737096,0.010823394846696048,1,0.007742804297153958,3,0.6873642648584735,0.5962510908417114,0.2642857142857143,0.5734816383974459,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-01,City_4C5E2F5B,Giza,locality,Operator B,Day,5G,7,416496,17089,17,314900,12580,14,1,-0.026523265279869368,1,-6.986827105751232,0.022285020835590173,1,0.007742804297153958,3,0.3718539610530634,0.7957107506186417,0.060714285714285714,0.4260980202592395,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-02,City_B6170227,Port Said,locality,Operator B,Day,5G,5,235467,52013,25,266213,36532,26,1,-0.002336146224194202,1,-3.281788201295491,0.020304095866539633,1,0.007742804297153958,3,0.6448761492241982,0.37821424728933306,0.08928571428571429,0.46037902343326026,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-02,City_637E7076,Monufia,locality,Operator B,Day,5G,5,361347,72221,26,321428,89919,29,1,-0.07317089949177025,1,-21.81876659136856,0.03238468400977027,1,0.007742804297153958,3,0.45502793127578967,0.1366391316302256,0.09285714285714286,0.33719614169350387,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-02,City_C14823C1,Minya,locality,Operator B,Day,Multi-RAT,5,145418,8409,73,24512,8694,45,1,-0.006872804993648507,1,-0.6774629201283133,0.012338197427050612,1,0.007742804297153958,3,0.7806851909944258,0.8994752005355584,0.26071428571428573,0.6703834022191677,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-02,City_0FA635E3,Assiut,locality,Operator B,Day,5G,6,442344,28845,42,438796,21771,40,1,-0.012794121769251432,1,-1.6650097537287891,0.009433657501167295,1,0.007742804297153958,3,0.33287082840665044,0.6551744749016748,0.15,0.4091832263429952,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-02,City_0FA635E3,Assiut,locality,Operator C,Day,Multi-RAT,5,182577,30679,68,23227,6283,63,1,-0.002728638245982573,1,-1.124366611883822,0.00782989747417403,1,0.007742804297153958,3,0.7246431673946092,0.6332500508063262,0.24285714285714285,0.5893644199762518,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-03,City_5F972B50,Gharbia,locality,Operator B,Day,5G,10,471840,68954,37,453282,87618,36,1,-0.13450213380982312,1,-15.71209720371467,0.00910785981750875,1,0.007742804297153958,3,0.28838589802369635,0.17569425350563653,0.13214285714285715,0.290136067053463,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-03,City_38F5B4BD,Giza,locality,Operator B,Day,5G,7,406245,10962,15,454076,8505,12,1,-0.04825659964230011,1,-14.94422576096466,0.032535838419149615,1,0.007742804297153958,3,0.3873141936729326,0.8689555414758939,0.05357142857142857,0.4447882143357805,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-04,City_5F972B50,Gharbia,locality,Operator C,Day,Multi-RAT,5,192092,13036,73,207880,7390,79,1,-0.002446079277084734,1,-2.0741391927535773,0.010950017443708285,1,0.007742804297153958,3,0.710292946598779,0.844162054249202,0.26071428571428573,0.6311638752036377,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-04,City_991D2D87,Giza,locality,Operator B,Day,5G,24,457547,26211,16,436979,18009,14,1,-0.031300410260362455,1,-3.0519368469234323,0.013627297989395252,1,0.007742804297153958,3,0.3099421466663449,0.6866624427681678,0.05714285714285714,0.3784522043630287,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-04,City_277E804A,Sharqia,locality,Operator B,Day,Multi-RAT,7,13463,18834,181,13874,11771,43,1,-0.13702587097842966,1,-34.45354481618524,0.008356607405956687,1,0.007742804297153958,3,0.9796955309958737,0.774850270767833,0.6464285714285715,0.8407768379804875,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-04,City_A7E0D7C3,Port Said,locality,Operator B,Day,5G,7,363351,55197,48,318335,47376,48,1,-0.07492802026512058,1,-5.293280219934509,0.011432781391056723,1,0.007742804297153958,3,0.45200556212446613,0.34015134308017836,0.17142857142857143,0.4002610648943936,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-04,City_DBF60312,Port Said,locality,Operator C,Day,Multi-RAT,5,128145,22656,85,33380,9110,32,1,-0.01969851376608056,1,-3.486184547139665,0.012454961886130322,1,0.007742804297153958,3,0.806735780989841,0.7291604404011907,0.30357142857142855,0.6595978290476031,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-04,City_277E804A,Sharqia,locality,Operator B,Day,LTE,7,13463,18834,181,13874,11771,43,1,-0.13702587097842966,1,-34.45354481618524,0.008356607405956687,1,0.007742804297153958,3,0.9796955309958737,0.774850270767833,0.6464285714285715,0.8407768379804875,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-05,City_637E7076,Monufia,locality,Operator B,Day,5G,5,367037,62796,27,411973,71132,24,1,-0.06202037961497786,1,-5.4447188334248295,0.017103526111007197,1,0.007742804297153958,3,0.446446453994836,0.2493096316840205,0.09642857142857143,0.35736907936330997,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-05,City_25627F7D,Gharbia,locality,Operator B,Day,Multi-RAT,5,417904,38844,80,476648,20930,34,1,-0.10259829439179358,1,-25.46307146981062,0.013436356483525161,1,0.007742804297153958,3,0.36973046017229316,0.5356421321920838,0.2857142857142857,0.44073489622161977,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-06,City_84691754,Port Said,locality,Operator B,Day,Multi-RAT,5,323106,61290,20,326311,56182,20,1,-0.06165296987903679,1,-9.12083238054499,0.02332590223211693,1,0.007742804297153958,3,0.5127017929104027,0.26731300283319986,0.07142857142857142,0.3799718891593725,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-06,City_AF966A25,Minya,locality,Operator B,Day,Multi-RAT,9,355369,54313,44,94760,29932,45,1,-0.056306859199383386,1,-1.4084881371814504,0.0109168810171867,1,0.007742804297153958,3,0.46404376100962813,0.35071905894729294,0.15714285714285714,0.40290417333616707,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-06,City_B044FCA9,Port Said,locality,Operator B,Day,5G,12,477440,26955,23,473133,20147,23,1,-0.013141809672615468,1,-1.4655167524017898,0.014422961338187034,1,0.007742804297153958,3,0.2799401558842692,0.6777683470610034,0.08214285714285714,0.37217258890876553,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_0FA635E3,Assiut,locality,Operator C,Day,Multi-RAT,6,228351,39011,75,42815,14267,72,1,-0.06266954177582629,1,-12.673034878931823,0.014028670239479202,1,0.007742804297153958,3,0.6556082744142274,0.5336457424298574,0.26785714285714285,0.5493296011088054,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_4C5E2F5B,Giza,locality,Operator B,Day,5G,8,570244,40024,18,568477,28305,14,1,-0.0757326178445289,1,-5.305293264076667,0.012400387603841332,1,0.007742804297153958,3,0.13997611061509133,0.5215359051296458,0.06428571428571428,0.27958333955768,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_38F5B4BD,Giza,locality,Operator A,Day,5G,5,308527,49284,55,343362,53495,25,1,-0.06780543471840861,1,-6.324116973674315,0.011726145184597353,1,0.007742804297153958,3,0.5346893776694578,0.4108378859786494,0.19642857142857142,0.45497189969208446,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_2AADD555,Giza,locality,Operator B,Day,Multi-RAT,5,222404,48179,45,42111,9842,43,1,-0.011535258971065998,1,-1.7392608322009337,0.017066823657858086,1,0.007742804297153958,3,0.6645773509326512,0.4240475308125426,0.16071428571428573,0.49885473224985477,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_50C9176B,Dakahlia,locality,Operator B,Day,5G,10,164808,38552,70,109036,36002,42,1,-0.033000758643721984,1,-10.09511776838383,0.01637642767063881,1,0.007742804297153958,3,0.7514418088366593,0.5391328256685515,0.25,0.5834032886683741,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_50C9176B,Dakahlia,locality,Operator B,Day,Multi-RAT,13,141231,32015,68,97114,29086,42,1,-0.015198643802340595,1,-3.2803906896858948,0.010822266664826143,1,0.007742804297153958,3,0.7869998914118868,0.6172789327085152,0.24285714285714285,0.6111128859636006,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_4CCAF1A9,Sharqia,locality,Operator B,Day,Multi-RAT,14,160953,41632,69,85038,26714,42,1,-0.043534787907541284,1,-13.271113626375303,0.020374562378132403,1,0.007742804297153958,3,0.7572557973987114,0.5023131821496456,0.24642857142857144,0.5772935268179852,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_4CCAF1A9,Sharqia,locality,Operator B,Day,LTE,6,21553,25926,90,23255,25785,41,1,-0.07094139502683272,1,-12.749007409814006,0.014747754396193179,1,0.007742804297153958,3,0.9674944499408799,0.690069455236638,0.32142857142857145,0.721440242452251,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_4CCAF1A9,Sharqia,locality,Operator B,Day,5G,8,265503,53411,53,259151,37495,42,1,-0.05961754255616225,1,-10.543723819544986,0.02128902107579621,1,0.007742804297153958,3,0.5995768079920851,0.3615019545492582,0.18928571428571428,0.4689168283924,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_EDE39DB4,Cairo,locality,Operator A,Day,5G,35,374780,62311,23,389053,64909,18,1,-0.06714619087020157,1,-5.3113561811016154,0.015247746280109003,1,0.007742804297153958,3,0.4347687073188388,0.2551075300952768,0.08214285714285714,0.3495718460894481,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-07,City_62ACE206,Alexandria,locality,Operator A,Day,5G,8,522998,30208,25,441331,22533,23,1,-0.040461570552177695,1,-4.157629957668384,0.016095530948315395,1,0.007742804297153958,3,0.21123102724355108,0.6388805872015876,0.08928571428571429,0.33905424262345224,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-08,City_597DED92,Giza,locality,Operator B,Day,Multi-RAT,25,437964,22303,17,515571,16116,17,1,-0.01912699677478924,1,-3.7816495544880127,0.016762188129247787,1,0.007742804297153958,3,0.3394766052942738,0.7333803540902081,0.060714285714285714,0.4006809986500369,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-08,City_597DED92,Giza,locality,Operator B,Day,5G,19,541915,26783,16,548243,22912,17,1,-0.07786962393935071,1,-11.642060081539391,0.024765989760699283,1,0.007742804297153958,3,0.18270100866291836,0.6798245089717995,0.05714285714285714,0.3261881624023844,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-08,City_38F5B4BD,Giza,locality,Operator B,Day,Multi-RAT,5,428154,21984,13,363051,6100,13,1,-0.02776298948961542,1,-6.125399037777072,0.016516811592539975,1,0.007742804297153958,3,0.3542717357206631,0.7371938171689519,0.04642857142857143,0.40307602915062707,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-08,City_6C104ED4,Assiut,locality,Operator C,Day,Multi-RAT,9,274420,41088,75,156911,15566,74,1,-0.08421773435323343,1,-14.904202576803762,0.013156148579371238,1,0.007742804297153958,3,0.5861284718032866,0.5088163919140237,0.26785714285714285,0.5165718099612623,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-09,City_6E6D448F,Giza,locality,Operator C,Day,Multi-RAT,6,145745,12877,214,59259,7652,30,1,-0.13293683586570215,1,-36.73088528175312,0.009455815176126372,1,0.007742804297153958,3,0.7801920199802128,0.846062808573717,0.7642857142857142,0.8105750839925429,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-09,City_6B1762A4,Ismailia,locality,Operator B,Day,Multi-RAT,14,174739,23995,79,135777,19804,26,1,-0.0222419988147442,1,-2.9150486848816257,0.009744329251058519,1,0.007742804297153958,3,0.7364641900533289,0.7131534590142378,0.28214285714285714,0.6218592249670363,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-09,City_6B1762A4,Ismailia,locality,Operator B,Day,5G,5,305791,32605,174,339595,33054,24,1,-0.13261774894234657,1,-44.44829654963141,0.09845420991551028,1,0.007742804297153958,3,0.5388157259718637,0.6102258191772961,0.6214285714285714,0.6240000256527761,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-09,City_DBF60312,Port Said,locality,Operator B,Day,Multi-RAT,6,191290,51384,22,105393,40987,21,1,-0.005010204363614212,1,-7.980220872384308,0.025834244249458974,1,0.007742804297153958,3,0.7115024975266041,0.38573358357939536,0.07857142857142857,0.48531914429794937,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-09,City_A7E0D7C3,Port Said,locality,Operator B,Day,5G,5,424453,27716,51,404853,20986,52,1,-0.027225510136998032,1,-5.13818934247211,0.010517688571273429,1,0.007742804297153958,3,0.35985346637388094,0.6686710260487023,0.18214285714285713,0.43231844890215004,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-10,City_991D2D87,Giza,locality,Operator B,Day,5G,18,528144,34472,16,433366,32732,13,1,-0.07484108840842563,1,-4.319646125489065,0.01259277746740664,1,0.007742804297153958,3,0.2034699934847132,0.5879068989013879,0.05714285714285714,0.31611223431702007,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-10,City_A3CDBCDB,Fayoum,locality,Operator A,Day,Multi-RAT,12,114857,23670,105,66084,14031,32,1,-0.0561355044727605,1,-14.164922307511993,0.030549834626260795,1,0.007742804297153958,3,0.8267763205521103,0.7170386486712651,0.375,0.6866182579550971,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-10,City_B6170227,Port Said,locality,Operator B,Day,5G,10,245873,54326,23,192113,49644,19,1,-0.01327436016898853,1,-5.7895220593111745,0.022823492726378198,1,0.007742804297153958,3,0.6291821505272556,0.3505636513610118,0.08214285714285714,0.4464284476259618,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-10,City_0FA635E3,Assiut,locality,Operator B,Day,5G,9,574938,83651,51,653003,80559,44,1,-0.19040817949574484,1,-40.58403573663536,0.012760570971922227,1,0.007742804297153958,3,0.13289676890036436,0.0,0.18214285714285713,0.20780156470300293,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-10,City_0FA635E3,Assiut,locality,Operator B,Day,Multi-RAT,15,373396,52782,53,290080,58268,44,1,-0.08025509867950564,1,-7.488945871265841,0.009337175214918182,1,0.007742804297153958,3,0.4368560121618687,0.3690212908393205,0.18928571428571428,0.4053323773183259,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-10,City_6C104ED4,Assiut,locality,Operator C,Day,Multi-RAT,7,396687,44466,67,428381,15090,70,1,-0.08329195585354365,1,-15.19559412673662,0.007900688617507307,1,0.007742804297153958,3,0.40172926570304773,0.4684343283403665,0.2392857142857143,0.42616428623500674,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-11,City_4C5E2F5B,Giza,locality,Operator B,Day,5G,10,535704,30373,19,591916,32509,18,1,-0.05837240314723069,1,-6.588763949650527,0.018303446094238514,1,0.007742804297153958,3,0.19206824159648658,0.636908106298789,0.06785714285714285,0.3245660607554953,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-11,City_C5CC5825,Fayoum,locality,Operator B,Day,Multi-RAT,7,284647,38443,77,201086,15960,47,1,-0.08452805876687175,1,-14.403323323205562,0.011944731734773695,1,0.007742804297153958,3,0.5707044352211578,0.5404358585073699,0.275,0.5188689457899371,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-11,City_5F972B50,Gharbia,locality,Operator B,Day,5G,11,477637,32673,40,356677,18494,39,1,-0.03296682912498794,1,-2.4928788045242882,0.008472992364251898,1,0.007742804297153958,3,0.2796430467411501,0.6094129179567489,0.14285714285714285,0.37659694514495273,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-11,City_5F972B50,Gharbia,locality,Operator C,Day,Multi-RAT,6,325804,52144,58,302754,49823,60,1,-0.09057114664738186,1,-11.504572780025896,0.014257019041334576,1,0.007742804297153958,3,0.5086327550010858,0.37664821699680817,0.20714285714285716,0.44092560254265317,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-11,City_991D2D87,Giza,locality,Operator C,Day,5G,8,370006,12375,55,352546,8992,25,1,-0.024228127541647826,1,-13.417291595848518,0.025897982036370653,1,0.007742804297153958,3,0.4419687024927005,0.8520639322901101,0.19642857142857142,0.5061288388836737,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-11,City_50C9176B,Dakahlia,locality,Operator B,Day,5G,6,200228,50627,40,209161,51482,40,1,-0.0014723067776535315,1,-3.5822942694835476,0.023355197698147718,1,0.007742804297153958,3,0.6980224898047827,0.39478308687284075,0.14285714285714285,0.5010227561536241,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-12,City_CE184699,Monufia,locality,Operator B,Day,Multi-RAT,6,330970,58489,28,318866,50867,28,1,-0.035869099802718574,1,-1.7843858174211462,0.017791308071008444,1,0.007742804297153958,3,0.5008415578774643,0.3007973604619192,0.1,0.39049609524336965,"IsolationForest, OC-SVM, Autoencoder",3
2026-03-12,City_2E45AF3A,Giza,locality,Operator A,Day,Multi-RAT,6,114437,16481,108,12878,1923,32,1,-0.046267057580633986,1,-10.289416412711809,0.011444561332532485,1,0.007742804297153958,3,0.8274097512125672,0.8029790438847115,0.38571428571428573,0.7072739949762549,"IsolationForest, OC-SVM, Autoencoder",3
